time_min,fluid,PT1,PT2,PT3,PT4,PT5,PT6,PT7,TS1,TS2,TS3,TS4,TS5,TS6,T_sat PT2,T_sat PT4,Total Flow,"H, Transferred"
0.0,Parahydrogen,0.9200516664410143,0.8879888876209896,1.0130726213990073,0.9305859874035505,0.9487111762860025,0.9477429581417383,1.1321889903822797,41.83492295369845,54.459818865600326,71.77982951110624,88.41870154608567,107.30089085836158,142.4234343816553,22.984540655193026,22.0394967785762,0.0,0.0
0.02501042100875365,Parahydrogen,0.9325473125753557,0.972564209915544,0.9943279115312919,0.9942270180644108,0.9563105861705403,0.988217094049329,1.074296449767488,42.55336338112602,54.84871973218819,72.91322537041555,88.75634733584587,108.56081304749324,143.1233924398011,22.92973475163774,21.954514459338387,0.06060542429505229,9.094603062200429e-05
0.0500208420175073,Parahydrogen,0.9084862100747869,0.9294617623297874,0.976072510466108,0.8992593523876315,0.9624841212848433,1.1366140021918794,1.0509166436080477,42.248242409776125,55.128646180336894,72.24462927092704,88.7407284586328,107.75461243412215,143.26366866308388,22.886329185155105,21.96860760278742,0.016535835714117746,0.00011576012339850444
0.07503126302626095,Parahydrogen,0.8825951427721945,0.9569703855194244,0.969501390548613,0.9342990205409801,0.9717621037094246,0.9880227784972834,0.9912973223795116,42.47109432301109,55.177892759159704,72.00849069047786,89.94488761472842,107.37743132237094,141.96657896077122,22.92744433881893,22.02561680908748,0.0060937063478834295,0.00012490449307436122
0.1000416840350146,Parahydrogen,0.9009038270227877,0.9210576280232621,0.9184327126040309,0.9468717449450633,0.9700873931019136,1.1736662914329783,0.9862683392686362,41.46010442832235,55.30254771102153,72.17282786096352,88.52890827394008,108.41651740729192,141.86879861580087,23.016051161980823,21.97851608246258,0.0,0.00012490449307436122
0.12505210504376824,Parahydrogen,0.8783508446901486,0.9534344573661905,0.9347325860631233,0.9814271218416604,1.007309507305481,1.019554155108831,1.0601900095685892,42.245042882580435,55.027743372501504,72.2398594381608,88.90463825162342,108.38020871966822,141.7208230016923,22.928033663929,21.95883358984464,0.0,0.00012490449307436122
0.1500625260525219,Parahydrogen,0.9225260313090925,0.9069493604142407,0.9923373195557817,0.9125084963328621,1.0590660034124273,1.008151237882372,1.049273570196826,42.27497719156265,55.19861787412018,71.85395107287492,88.88179747358575,108.0478558874497,142.65743457272035,23.006245318133036,22.007964319100054,0.0252777213156888,0.00016283688020920058
0.17507294706127555,Parahydrogen,0.9762890403132904,0.9388332619132796,0.9650598925215954,1.028974994164182,0.9395686655141796,1.0902240023483423,1.0090158990984148,42.59965445803182,55.71759627616272,72.35419269806751,89.34674034319013,108.3710986074945,142.25540721638424,23.019296305288783,22.065264916590372,0.0,0.00016283688020920058
0.2000833680700292,Parahydrogen,0.8993273262208442,0.9656012149234808,1.0438257283025374,0.962823226787773,0.9276950621144457,1.0066180657689727,1.01623788862515,42.25470120142266,55.23513033135917,72.57175290470943,89.72699388076624,109.38547455984585,143.0417473370467,23.044429644294762,22.03015185825903,0.0,0.00016283688020920058
0.22509378907878283,Parahydrogen,0.8939400542075625,0.9419832038553825,0.9432134627678961,0.965055661079765,0.9125062440194582,1.0399062465716504,1.1242779957494928,42.86791838106044,55.34465450848585,71.7583966759657,88.98625643105589,108.89625262855343,141.7488960563197,23.00726331399039,22.037235203952598,0.023500141288947684,0.00019810178585330716
0.25010421008753647,Parahydrogen,0.9405733661077784,0.9198871496334733,0.84797117343591,0.9601673675039835,1.0598882400394931,0.9642677636120095,1.0936544071174392,42.28055033518594,54.39905071143357,72.33639009974688,88.58711021201822,108.57562115832657,142.54452323157116,23.02379834466892,22.132766728865125,0.019288020035901614,0.00022704587594469763
